protein1,protein2,label
A0A023PYD9,P35723,0
P53177,Q01976,0
P21374,P53339,0
A0A023PXG3,Q08422,0
P25593,Q06213,0
P0CE11,P14741,0
P0CF21,P9WEJ4,0
P32419,P38927,0
P29340,P53909,0
P32858,P38178,0
P32910,Q12041,0
P20459,P53875,0
P0CY07,Q12057,0
P19073,Q02795,0
P53100,Q6B2I9,0
Q05777,Q99260,0
P40084,P40154,0
P53310,Q05584,0
P40465,P47095,0
P29453,Q02753,1
P38633,P43608,0
P0CX45,Q3E791,0
P28241,P36061,0
P32288,Q08213,0
P0CX97,P40079,0
P35727,Q02961,0
O75012,P53721,0
P10662,P47141,1
P0C0T4,P40356,0
P18239,P87287,0
P40585,P53210,0
P0CX51,P40185,0
P32781,Q99297,0
E9PAD8,P32607,0
A0A023PXF5,P53952,0
P40081,Q07410,0
P0CL42,Q96VH1,0
Q02721,Q12345,0
P43608,Q07410,0
P40538,Q04110,0
Q08903,Q3E825,0
A0A023PZK4,P00425,0
P38357,P39975,0
P9WEJ4,Q7LHD1,0
P25602,Q12223,0
P38199,P40459,0
P38139,P40963,0
P36018,Q12421,0
P06174,P53743,0
P32178,Q08428,0
Q04674,Q06568,0
P0CF35,Q07418,0
P39983,Q04838,0
P02381,P20051,0
P47073,Q12127,0
A0A023PZF9,P00331,0
P38143,P43599,0
P04840,P47110,0
P87263,Q08952,0
Q07555,Q12057,0
P32860,P87262,0
P12904,P22141,0
P36145,Q04978,0
P32787,P40464,0
P47080,Q08687,0
P0CX47,Q05610,0
P0CX35,P40546,1
P24867,Q04894,0
P38725,Q06703,0
P0CX92,P53060,0
P25604,P38730,0
P25338,Q04436,0
P39543,Q03057,0
P47011,Q04203,0
P38251,P39552,0
Q06497,Q06819,0
Q04501,Q07989,0
P46669,Q3E793,0
P39729,Q12416,0
P00431,Q06071,0
P12904,Q04868,0
P38865,P53045,0
A0A023PYF7,P34249,0
P36060,P53274,0
A0A023PXI5,Q07623,0
Q04502,Q06267,0
P36521,P39731,0
P05317,P0CX83,1
P39566,Q07658,0
P32570,P40073,0
P43569,Q99345,0
P12687,P38064,1
P43598,Q03289,0
P25559,P38727,0
P53538,Q8TGK0,0
P36528,P38175,1
P36036,P53044,0
P40896,Q12471,0
P53116,P53267,0
P32344,Q99190,0
P53066,Q07555,0
Q12243,Q8TGP8,0
P25652,P38812,0
P38282,Q08872,0
P0CF36,P53604,0
Q03266,Q05949,0
P46986,P60010,0
A0A023PYD7,P40364,0
P36014,P36036,0
P0CX85,P40449,1
P10663,Q06152,0
P48510,Q12394,0
P25337,P33754,0
P0C2H8,P38701,1
P23641,P50945,0
P0CX42,Q07451,0
P40013,Q04341,0
P38063,Q08745,0
P00445,P28519,0
P46969,P53888,0
O94085,P53727,0
A0A023PXG7,P20486,0
O13546,P36103,0
P36526,P53068,0
P38751,Q12480,0
P40072,Q12270,0
P40013,Q12248,0
P39972,P40446,0
P06367,P32339,0
P53072,Q02642,0
P32377,Q04031,0
Q03772,Q12454,0
P39990,P50112,0
P36007,P40520,0
P05317,P0C5L2,0
P32897,P40031,0
P37265,P53138,0
A0A023PZM3,Q06810,0
P32585,P40107,0
A0A023PZH4,Q12347,0
Q08926,Q12223,0
O94085,P38986,0
Q03629,Q06469,0
A0A023PZH4,Q02767,0
P53162,Q08621,0
P00410,P43537,0
P50113,Q12130,0
P25451,Q12507,0
P41940,P47138,0
P00127,Q04898,0
P38858,Q02803,0
P32601,P38696,0
A0A023PXN3,P06787,0
P0C2H8,Q05637,0
P40540,Q02260,0
P23493,P31379,0
P38744,P40004,0
Q06104,Q3E7Z2,0
P40013,Q03559,0
P87264,Q02872,0
P05373,P25337,0
P40465,P53279,0
Q12138,Q12230,0
O94143,P38701,0
P25347,Q12029,0
Q08687,Q12530,0
P34161,P53317,0
P43321,Q06695,0
Q06563,Q08604,0
P36520,Q99394,0
P53089,P53906,0
P47152,Q05874,0
P48353,Q12450,0
O13531,P50084,0
P00127,P0CX23,0
P38089,Q03529,0
P35179,P43546,0
P36039,P36133,0
P40049,P53204,0
O13549,P38182,0
A0A023PXI8,P38197,0
Q12447,Q12513,0
P36155,Q12479,0
P0CX89,Q8TGR8,0
O13563,Q04062,1
P40001,Q08702,0
P36036,Q03554,0
P38701,P40056,0
P43539,P53308,0
O13541,Q06139,0
P38334,P39979,0
Q03187,Q06236,0
P0CX96,Q08205,0
P25575,Q04434,0
P0CL42,P38804,0
P25332,P38927,0
P57744,Q03835,0
P36058,P53113,0
P0CX92,Q6B0R2,0
P29703,Q08543,0
P32529,Q3E827,0
P18238,P47036,0
P09457,P47155,0
P43557,Q04597,0
P13856,Q12199,0
P38268,Q03430,0
Q12394,Q12400,0
P02406,Q12448,0
P36157,Q05612,0
A0A023PXG7,Q03937,0
P25332,P38313,0
P32897,P40185,0
P43544,P47065,0
P38759,Q04897,0
P32626,P43615,0
P54780,Q03429,0
P53293,Q08742,0
P25619,Q03362,0
Q03778,Q04100,0
Q04598,Q06834,0
Q07410,Q08826,0
P47028,Q05898,0
P15496,P25608,0
P04456,P0CX48,1
P39548,Q04603,0
P42946,P53849,0
P53204,Q12444,0
Q04067,Q05775,1
P38113,P39108,0
P38239,Q08439,0
P12687,P39996,0
P38773,Q03503,0
P36534,P53937,1
P20084,Q07555,0
P53250,Q04897,0
P32907,P53962,0
O13546,Q04897,0
P32352,P40163,0
P32524,Q08920,1
P16370,P36105,0
P0CX36,P53222,0
P47140,P53211,0
P38635,Q12241,0
P25443,P26786,1
P30902,Q04212,0
P26188,Q05892,0
P57744,P89888,0
P38214,P38275,0
P00447,P40169,0
P43598,P47162,0
P20084,P87271,0
O94143,P02400,0
O42831,P47110,0
P36054,P47008,0
P34247,Q02767,0
P16547,P53158,0
P00498,P53085,0
P47118,P54858,0
P38281,Q07879,0
P00572,P38833,0
O13548,P47172,0
A0A023PZE2,P47115,0
P40552,P50943,0
P32344,P47066,0
P14065,P38241,0
Q03429,Q12352,0
O13543,P04161,0
Q02753,Q06208,0
P15367,P36088,0
P10622,Q12307,0
P53208,Q07688,0
P35176,Q12378,0
P26449,P53686,0
P53206,Q12461,0
P38902,P50113,0
P36098,Q02326,0
P38194,P38341,0
P38218,P47140,0
O13550,P40022,0
P30402,P53227,0
P32452,Q03831,0
P06367,P40546,1
P32911,Q6Q595,0
P17122,P40072,0
A0A023PYD3,P38271,0
O13575,P38336,0
P38271,Q12291,0
P23301,P87262,1
P39543,Q12431,1
P40022,P53876,0
Q04923,Q05498,0
P37264,Q03629,0
P36057,Q08207,0
P38898,Q03886,0
Q08373,Q08911,0
P36163,P40895,0
P40414,Q08702,0
P0C5M3,P36134,0
P0CE87,P25619,0
P40169,P46993,0
P38146,Q03071,0
P38209,P40018,0
P40168,Q12690,0
P06367,P46963,0
P53281,Q12047,0
Q05900,Q12330,1
P32387,P53732,1
Q08630,Q08909,0
P53269,Q08687,0
P25042,P40491,0
P46947,P47122,0
Q01976,Q12320,0
P28000,Q12447,0
P32771,Q03879,0
P40538,Q03079,0
P47053,Q08604,0
P43586,Q04401,0
P06100,Q04276,0
A0A023PXH9,P04173,0
P57743,Q04477,0
P32451,Q12312,0
P38727,P53066,0
P40057,Q07560,0
P49435,P53315,0
P0CX95,P53193,0
P25693,Q02721,0
P0C5E0,P38320,0
P36141,P39548,0
P38782,P51401,0
P25368,P38792,1
P25554,Q08205,0
P36132,Q07879,0
P37267,P48363,0
P40302,P53958,0
P47122,Q07534,0
P36105,Q07887,0
P36073,P38236,0
A0A023PXN9,P33309,0
P53209,Q08439,0
A0A023PZH1,P47078,0
P17076,P38234,0
P18898,Q04705,0
P40312,Q03630,0
P53903,Q04909,0
P47089,Q08994,0
P38744,P38921,0
P38191,Q07747,0
P38791,Q06608,0
P38082,Q03446,0
P0CE11,P47020,0
P38219,P40917,0
P0C0V8,P47016,0
P53193,P87272,0
P05739,P38258,0
P25719,P38736,0
Q03630,Q03880,0
P53827,Q08045,0
O13565,P05750,0
P32263,P47076,0
Q03503,Q08218,0
Q12291,Q8TGN4,0
P54837,Q2V2P8,0
P09201,P38243,0
Q05024,Q07887,0
P0CX36,P53219,0
P32347,Q06333,0
P35202,P53308,0
P53926,Q6B0W0,0
P47021,Q12480,0
O13572,P40100,0
Q02046,Q08916,0
P53260,Q3E735,0
P53074,Q03787,0
P36110,P53334,0
P39995,P43497,0
P38891,P39996,0
P53282,Q04751,0
P40099,P53223,0
P47065,Q05937,0
P05744,P40508,0
Q08213,Q08646,0
P47009,Q12107,0
P40548,Q12099,0
P32907,Q04082,0
P36074,P53721,0
P10127,P40103,0
P39971,Q03178,0
P40057,P53600,0
P36105,P39983,1
A0A023PYI2,Q08110,0
P32605,P36519,0
Q06511,Q99395,0
P19881,Q03207,0
P12887,P40577,0
P40451,Q12010,0
P53962,Q12445,0
P39710,P53213,0
P22353,Q07843,0
P38752,Q07560,0
P53727,P81449,0
P41818,P53228,0
P32471,Q06702,0
P16523,P43576,0
P05319,P17076,1
P40581,Q06333,0
P87288,Q08621,0
P46992,P53088,0
O13583,P30656,0
P32353,Q03503,0
P38796,P52919,0
P38180,P53719,0
P20604,P35195,0
P14126,Q02753,1
Q12247,Q99318,0
O94742,Q03419,0
P25652,Q12077,0
P0CY08,Q03772,0
P32385,P46994,0
P05626,P39564,0
O13547,Q03786,0
A0A8D9PCQ4,Q05503,0
P43582,P54007,0
P40080,P40545,0
P0CZ17,P25575,0
A0A023PYH5,P28320,0
P38175,P53302,0
P0C5N3,P33328,0
P21182,Q12118,0
P26793,P40500,0
P40084,P53909,0
Q06148,Q99316,0
O13565,P0CH63,0
P36160,P40538,0
P52870,Q08560,0
P25359,P38624,0
A0A023PXG7,P40073,0
P38220,P38803,0
P05739,P32630,0
P53073,Q12297,0
P35733,P36030,0
O13561,Q02896,0
P01097,P38635,0
P38260,Q08630,0
P38910,P39977,0
Q06568,Q08215,0
P53287,Q12207,0
Q03713,Q12320,0
P38751,Q06543,0
P37261,Q3E825,0
P38061,P38202,1
P40008,Q9ZZX0,0
P53928,Q02774,0
P53291,Q08681,0
P40212,Q99210,0
P40573,Q12531,0
Q04062,Q8J0M4,0
Q06162,Q12400,0
Q12254,Q12531,0
P47822,P53159,0
P21190,Q8TGR2,0
P32774,P38902,1
A0A023PYF4,P53927,0
P16370,Q02771,0
P0CX54,Q12000,1
P38902,Q3E791,0
P38689,P53600,0
P27680,P36147,0
O13572,Q12015,0
P04173,Q12346,0
P0CX39,Q03691,0
P28519,P32452,0
P53845,Q05937,0
P38173,Q06675,0
P16658,P53859,0
P40857,Q05937,0
P25554,Q05635,0
P32805,P40539,0
P43534,Q05779,0
P35691,Q06834,0
O13583,P53927,0
P05626,P09457,1
Q04406,Q08742,0
P40060,Q99341,0
P38209,P40103,0
P26343,Q08906,0
P0C2H8,P53833,0
O13562,Q06624,0
Q02710,Q12334,0
P35179,Q03050,0
A0A023PYH0,P0C5R5,0
P18410,P47143,0
P25656,P53117,0
P25559,P38247,0
P38801,Q12148,0
A0A023PZF9,Q6B0X2,0
P53144,Q05867,0
P15807,P35727,0
P15019,P89114,0
Q06405,Q12165,1
A0A023PZF2,Q05024,0
P28007,Q6B2I9,0
P14306,Q07438,0
P38791,Q05791,0
O13518,P0CE98,0
P53093,P69771,0
P47138,Q03180,0
P25600,P41056,0
P25349,P38772,0
Q03051,Q03151,0
P53082,P53228,0
P43576,Q12522,0
P40008,Q08172,0
P19454,P23594,0
P47148,Q04629,0
P47063,Q06815,0
P47976,Q12092,0
P29703,P47149,0
O13587,Q02608,0
P0C0W9,P14306,0
O13563,P35718,0
P38711,Q07530,0
P25638,P38279,0
P0CX53,Q12138,0
P38199,P38224,0
P25620,P36154,0
P38777,Q05867,0
P14359,P32379,0
P53250,Q6B0Y7,0
P40211,Q08003,0
P04803,Q12025,0
P0C5L2,P34234,0
P38815,P39724,0
P53245,Q04066,0
P26793,P38220,0
P47155,Q12334,0
P53321,Q04430,0
Q06580,Q07658,0
Q07438,Q99345,0
Q03266,Q12025,0
O13588,Q06109,0
P36081,P53087,0
Q07843,Q12335,0
P29703,Q04299,0
P40530,P40898,0
A0A023PZL2,Q12528,0
P53936,Q04658,0
Q03695,Q04203,0
P29311,Q12160,0
P36140,Q3E7B2,0
P25358,P43558,0
P36038,P40049,0
P43605,P53750,0
O13532,Q07988,0
P0CX17,Q08907,0
O13576,P34222,0
A0A023PXJ3,Q02326,0
P05748,P41805,1
O13571,Q02831,0
Q04413,Q12165,0
P39543,P43321,0
P35127,Q08045,0
P38701,Q2V2Q0,0
P42937,Q99219,0
Q03125,Q12185,0
P47006,P50106,1
P40506,P53906,0
P0CX83,P51402,1
P39564,P69771,0
P25631,P40561,0
O13513,Q12223,0
P32331,Q99278,0
P04803,P35691,0
P13856,Q08543,0
P40000,P40078,0
P53225,Q12174,0
P01149,P33754,1
P40154,Q08900,0
P32459,P39564,0
P53139,Q05584,0
P18411,P53902,0
E9PAE4,P38632,0
P38275,P40350,0
P38865,Q12331,0
P38428,Q08728,0
P36154,Q3E824,0
P00359,P26793,0
O13516,P37261,0
E9PAD6,P39724,0
P38782,Q12016,0
P21771,P36526,1
P0CL36,Q12248,0
A0A023PXI0,P40316,0
P17505,P35718,0
A0A023PXK2,P41920,0
P38231,Q02204,0
P36134,Q07418,0
P32771,Q03723,0
P38855,Q06102,0
P0CX84,P47148,0
P53337,Q12400,0
P25349,Q05942,0
P32463,P38626,0
P38428,Q99216,0
P32379,Q12522,0
O94084,P53044,0
P22354,Q03888,0
P0CX93,P36054,0
P38633,P41896,1
P40459,P42940,0
P38216,Q12450,0
P0CX32,P53295,1
P40207,Q07651,0
P47059,P53105,0
P02400,P38197,0
P38844,P47065,0
P36087,P53731,0
P32347,P38634,0
P13393,P17890,1
P33328,Q12189,0
P32772,P36050,0
P17122,P53879,0
P0CX27,P14120,1
P24000,Q06630,0
P21374,Q12330,1
P18562,Q08723,0
P40473,Q99345,0
P46961,Q08259,0
P53691,Q12004,0
Q03503,Q8TGN6,0
Q03760,Q03771,0
A0A023PYE9,P38306,0
P23594,Q08417,0
P06773,Q86ZR7,0
Q04658,Q12351,0
Q06563,Q3E793,0
P40465,Q03675,0
O13582,P40089,0
P0CE97,Q06159,0
A0A023PXL7,P11353,0
P25385,P43580,0
P02381,Q04598,1
P17890,Q02256,0
Q05871,Q07913,0
P53057,Q04902,0
P85052,Q12517,0
P25349,Q12493,0
P47153,P50086,0
P38986,P53097,0
P47145,P53186,0
P0CX52,Q3E7Y3,1
P26755,P39551,0
P36525,P38175,1
P40152,P53977,0
P40152,P53073,0
P0CX45,P40102,0
Q03703,Q12240,0
A0A023PXP4,P28778,0
P38278,P40000,0
P05748,Q08962,1
A0A023PZH5,Q05777,0
O13587,Q08811,0
P40446,P53330,0
P53299,Q08872,0
P38986,P53293,0
P40543,Q06596,0
P17423,P26449,0
P0C2H6,P39983,1
P15646,Q99216,1
P0CL40,Q08172,0
P40545,Q12036,0
P20081,P36105,1
P25593,Q3E841,0
Q02647,Q12143,0
A0A8D9PCQ4,Q12191,0
P25385,Q07551,0
P38634,Q08222,0
P38752,Q12512,0
P38061,P53108,0
P53843,Q12322,0
Q07930,Q99181,1
P0C5M2,Q08969,0
P32585,P53122,0
P53869,Q04216,0
P38752,Q04969,0
P28777,P40495,0
P26755,P46973,0
P0CX50,P0CX51,1
Q12029,Q2V2P6,0
P53198,Q02799,0
A0A023PZI4,Q05510,0
P05756,P47015,0
O13568,P0CX28,0
A0A023PXH2,Q07921,0
P0CX24,P53719,0
P35197,P53688,0
P25379,P25554,0
P25453,Q12140,0
P20051,P47017,0
P47131,P53151,0
P40348,Q03860,0
P22696,Q03783,0
P37262,P43592,0
P25344,P46946,0
Q06089,Q3E760,0
P14020,P40990,0
P38305,P53888,0
P10355,P40057,0
P47818,Q12015,0
P02406,P38011,1
P38214,Q07613,0
P26343,Q04487,0
P39979,Q8TGP8,0
P38268,Q04491,0
P54999,Q03898,0
O13571,P38342,0
P47127,Q07521,0
P20604,P25338,0
P25584,Q3E754,0
P0CX45,Q12522,1
P32331,P32601,0
P38306,Q3E735,0
P38146,Q06511,0
P25650,P40451,0
Q06648,Q08230,0
P53965,Q08873,0
P07246,Q07786,0
P05737,P33201,1
P11076,P54857,0
P36079,Q3E743,0
P38185,Q07887,0
P00331,Q99190,0
P05745,P05755,1
P00358,Q8TGR8,0
A0A023PZA9,Q99345,0
A0A023PXG3,P0CL30,0
P53311,P53902,0
P08466,P28707,0
P38260,Q8TGN2,0
P25587,P36110,0
P0C074,P40552,0
P38324,P39547,0
P18888,Q04521,0
P40518,Q04406,0
Q06819,Q07949,0
P25693,P28239,0
P32379,P37261,0
P47011,Q06810,0
P09064,P38332,0
P32378,P36160,0
P04037,P53724,0
P40347,Q08492,0
P40858,Q08361,0
P43588,P50086,1
P40551,Q06594,0
P32352,P52286,0
P53853,Q12524,0
P12686,P28778,1
P38844,P40319,0
P0CF36,P40857,0
P53750,Q06406,0
P14126,Q02710,0
P27344,P53732,0
P47065,P53122,0
Q03102,Q12331,0
P53077,Q02786,0
Q08962,Q99316,0
P05317,P0CX32,1
P29589,P47128,0
P38122,P53854,0
P32910,Q02795,0
P18888,Q06244,0
P34087,P38786,0
A0A023PXF8,P21771,0
P30657,P36040,1
P47028,Q05043,0
P50113,Q12380,0
P47036,Q12255,0
P53168,Q12133,0
P20486,P39005,0
Q08278,Q12343,1
P14540,Q08930,0
P0CX78,P53822,0
O13536,P38991,0
A0A023PXI0,P53147,0
P40018,P43567,0
O94143,Q12187,0
A0A023PZH4,P47008,0
P25565,P38064,0
P32338,P53337,0
P32378,Q04110,0
P53902,Q08726,0
P07270,Q12448,0
A0A023PZH9,Q12243,0
P53906,Q04629,0
P35731,Q00453,0
P38791,P53831,0
P37263,Q07549,0
P07273,P16370,1
Q03207,Q04006,0
P53237,Q12375,0
P38634,P40033,0
P16547,P23500,0
P13130,P25337,0
P32524,P40089,1
P43614,P47091,0
Q05776,Q9P305,0
P38327,P38927,0
P32584,Q12492,0
Q06675,Q12744,0
Q04272,Q04491,0
P25600,Q6B2I9,0
Q12165,Q12345,0
P0C074,Q06835,1
P25561,P40156,0
P53437,Q3E841,0
P39548,Q12445,0
P53330,Q06148,0
A0A023PXB0,P36007,0
P38120,Q07534,0
A0A023PZH1,Q02606,0
P32339,Q03788,0
P53862,Q08232,0
P20486,P38293,0
A0A023PZB3,Q12426,0
O13584,P53263,0
P87286,Q12035,0
P25565,P36012,0
P40056,Q6WNK7,0
P32347,P53139,0
P38192,Q04067,0
P46973,Q3E756,0
A0A023PXB5,Q12443,0
P0CX43,P40302,0
Q03390,Q96VH5,0
P40990,Q06608,0
P35719,Q04005,0
P34730,P49723,0
P07807,P38913,0
P0CX35,P25359,1
P53747,P53856,0
P38874,P53228,0
P25612,P53876,0
Q06616,Q12450,0
P0CX82,P26321,1
A0A023PXJ3,P87264,0
P38215,P47022,0
P36057,P53325,0
P43595,Q08756,0
P36099,P38291,0
P37264,P43605,0
P40152,P52871,0
P38162,P38342,0
P38730,P43539,0
P38294,P43615,0
P39557,P40072,0
P09937,P23624,0
O94086,P40508,0
P39982,P43607,0
P40001,P53861,0
A0A023PXK2,Q06537,0
Q04659,Q04839,0
P27810,P53192,0
P38214,P38772,0
A0A023PXK7,P48439,0
P53062,Q12127,0
O13523,Q2V2Q0,0
Q00590,Q04370,0
P48353,P53736,0
P38786,P53875,0
P53215,Q08373,0
P47821,Q08278,0
P32379,Q9ZZW2,0
P40465,P53239,0
O13582,P40347,0
P05744,Q12134,0
P00572,P53271,0
P16658,Q03036,0
Q07821,Q08245,0
P53979,Q07738,0
P40540,P53833,0
P38238,P40958,0
P38961,Q03430,0
P0CX44,P35719,0
P40471,Q07530,0
P0CX38,P34238,0
P33890,Q06494,0
P47058,Q3E790,0
P28707,P41834,0
P53948,Q12341,0
A0A023PZK4,Q08522,0
Q12004,Q12068,0
P53288,Q04689,0
P40169,P53825,0
P40517,Q12147,0
P32838,P38345,0
P03962,P53902,0
P53921,Q12138,0
P36973,Q6B0R2,0
P0C5B8,P53108,0
P43569,Q03012,0
P40414,P47174,0
P32585,P38633,1
P06100,P42884,0
P0CY00,P40154,0
P38322,P40212,0
P28321,P53232,0
P38336,Q12004,0
P00127,P40509,0
P32452,Q12672,0
O13579,P23369,0
P20434,P32178,0
P38865,Q12264,0
P42836,Q12690,0
Q12341,Q12373,1
P41808,Q02754,0
P04037,Q08521,0
Q03695,Q03760,0
P38837,Q04487,0
P0CX51,Q12497,0
P34249,Q04964,0
P32445,P40530,0
P40365,Q03954,0
P39971,P40526,0
P18239,P32788,0
P25350,Q04599,0
P35196,P46986,0
P43552,P47821,0
P05759,P69850,0
P53106,Q08543,0
P20435,P40097,0
P42847,Q99394,0
P0CE69,P41805,0
P53181,Q08692,0
P28007,Q07923,0
P0CX43,P53259,0
P47049,P53885,0
P20051,Q04516,0
P39563,Q03418,0
P03962,P53144,0
Q03390,Q03579,0
P49435,Q08245,0
P53293,Q12529,0
Q03419,Q12477,0
P40356,Q03193,0
O13568,P38637,0
P36151,Q12455,0
A0A023PYK2,Q7LIF2,0
P23202,P27344,0
P38790,P46989,0
A0A023PZF3,Q3E6R5,0
P53321,Q12481,0
P20604,P39983,0
P37265,Q12099,0
P25368,P38803,0
P23797,P38819,0
O14455,P38716,0
A0A023PZG4,P41735,0
P36095,P40057,0
P0CX23,P39718,0
A0A023PXQ4,P25601,0
P43617,P53105,0
A0A023PZK4,Q12057,0
P0CX46,P48558,0
P47128,P49017,0
P36136,Q04868,0
P35127,P53288,0
P38155,Q08172,0
P40554,P87263,0
Q06217,Q06835,1
P28263,P32445,0
A0A8D9UGQ7,Q08474,0
O43137,Q9URQ3,0
A0A023PXL1,P0CI67,0
P32772,P47091,0
P0CE98,P32912,0
P09937,Q08914,0
P0CL31,P53161,0
P38303,P38891,0
Q12425,Q12692,0
A0A023PXF2,Q04598,0
P32799,Q2V2Q1,0
P07273,Q12247,0
P26784,P33442,1
P61830,P87191,0
P53116,Q04516,0
P0C5E0,P40029,0
P0CL37,P0CX51,0
P36534,Q02950,1
P53975,Q12046,0
P43580,P53738,0
P42941,Q9P305,0
P53089,P54003,0
P32842,P53834,0
A0A023PZE2,P0CF33,0
Q08532,Q9ZZX0,0
A0A023PZE9,P35176,0
O13517,Q12447,0
Q00873,Q99297,0
P32179,P36116,0
A0A023PYF7,P43321,0
P32642,P41920,0
P14832,P47131,0
P06168,P32633,0
P17261,Q12289,0
P0C5R9,P32610,1
P32616,P47015,0
A0A023PXG7,P40029,0
P25586,P40470,1
P53162,Q05473,0
P53888,Q03630,0
P53910,Q3E840,0
P25640,P53830,0
P46984,P47822,0
P00360,P50113,0
P36109,P36129,0
A0A023PXG7,P39564,0
Q08176,Q8TGN6,0
P06844,Q05900,0
Q07949,Q12529,0
P40471,Q05530,0
P28007,P40521,0
A0A023PZE4,P36125,0
P53299,Q08110,0
A0A023PZH1,Q04006,0
A0A023PZB3,Q05937,0
P53141,Q8TGN4,0
P02406,P48836,0
P28007,Q04359,0
P0CE87,P32804,0
P40896,P47141,0
P49775,Q03180,0
P34238,Q12160,0
P0CH09,P12962,0
P0CF35,P47123,0
P47103,P47140,0
P39015,P42933,0
P32905,Q3E770,0
P23624,P38173,0
P23493,P53329,0
A0A023PXE8,P37293,0
P38792,Q12035,1
P53211,Q03559,0
A0A023PYJ0,Q12077,0
P25348,Q06485,0
A0A023PZM3,P08431,0
P17558,P23638,0
P35727,Q12285,0
P28320,P36139,0
Q03558,Q9ZZX9,0
P43587,P53066,0
P28320,Q12000,0
A0A023PYI5,P53825,0
O13543,P38620,0
P32838,P53311,0
O13558,P00359,0
P28777,P39990,0
P38819,P40344,0
P39541,Q03433,0
Q12525,Q3E846,0
Q02721,Q12373,0
P38855,Q99341,0
P0C0V8,Q12447,0
P05150,P13483,0
P15367,Q03558,0
P36104,Q12525,0
P25343,Q03829,0
P40896,P53072,0
P36534,Q12347,0
P19516,P28241,0
P46669,Q06159,0
A0A023PZK9,P40155,0
P13298,P30902,0
P32460,Q06152,0
P40093,P50086,0
P04449,P38182,0
P40542,Q03049,0
P40548,Q06549,0
P35719,Q03430,0
O13582,Q3E6R5,0
O13512,P47165,0
Q07747,Q08422,0
P40005,P53072,0
P05749,P53942,0
P32339,P50088,0
P25605,P39101,0
P38278,P39735,0
P07280,Q3E772,1
P07266,P36039,0
P00331,P38633,0
P40093,Q03677,0
A0A023PXE5,P47162,0
P47016,P49723,0
P38064,P38785,0
P25610,Q12449,0
P46963,Q04216,0
P53222,P87266,0
P36099,P53934,0
P38747,Q02159,0
A0A023PZG9,P0CX49,0
P27344,Q6B0W0,0
P32447,Q02774,0
P0CF19,P36025,0
P39676,Q12084,0
P17423,P53216,0
P38632,Q12249,0
P33890,P43600,0
P53238,Q06504,0
P38079,Q99177,0
P32419,P47165,0
Q01976,Q12257,0
P38898,Q12288,0
P87267,Q06338,0
P25583,P40917,0
P13902,P38844,0
P23301,P38843,0
P33313,P38957,0
P39982,Q12289,0
Q12016,Q12155,0
P01098,Q05611,0
P38927,P46964,0
P38265,P40517,0
P38270,Q08604,0
P0CE69,Q03435,0
P48568,P53961,0
P10659,P40493,0
P53143,Q3E743,0
P23369,Q07379,0
P38260,P49435,0
Q03231,Q04705,0
Q00582,Q04178,0
P07249,P0CX88,0
P39990,Q08963,1
E9PAF1,P38175,0
P38961,Q05900,0
P40049,Q12023,0
P20084,Q08909,0
P0CX43,P87262,1
P36151,Q12249,0
P33323,P38792,0
P53342,P87263,0
P47111,Q08521,0
P53897,Q08993,0
P25593,P40302,0
P17157,P38725,0
P25571,P32472,0
P26755,P53153,0
P53824,Q99325,0
O13557,P38303,0
P32803,P40895,0
P47167,Q12329,0
Q08096,Q3E7Y3,1
P38832,Q04487,0
A0A023PZ99,P53912,0
P40584,Q08322,0
P20606,P53218,0
P05750,P19454,0
P0CX13,Q06144,0
P40506,P41818,0
P18898,P48412,0
Q03219,Q04491,0
P36517,P39982,0
P36528,P47141,1
P25338,Q04170,0
P30656,Q12185,0
P33421,P53314,0
A0A023PZE4,P41544,0
Q03667,Q08237,0
P0CX84,Q04344,0
P40314,Q06543,0
P28272,P47073,0
P38298,Q12506,0
P13393,P38774,0
Q12219,Q12529,0
P53981,Q12213,0
Q07986,Q08237,0
P36155,Q12282,0
P53209,Q08003,0
P28495,Q08227,0
P33331,P47064,0
P0CL27,P19454,0
P32897,P33399,0
P53205,Q08561,0
P05749,P38251,0
O13573,Q07658,0
P0CX35,P40106,0
A0A023PZL7,P32613,0
P32630,Q08963,0
P18411,P39110,0
Q07990,Q12403,0
P04161,P53200,0
P46683,P53332,0
P25561,P40018,0
P38139,Q06144,0
P0CL38,Q07560,0
P56628,Q06107,0
P47178,Q04210,0
P53217,Q08219,0
P38898,Q05778,0
Q02774,Q06107,0
A0A023PZB8,P25612,0
P38832,P48510,0
P16622,P43614,0
P38304,Q3E751,0
P40042,P42933,0
P0CL40,P36014,0
P05756,P43538,0
P28625,P39704,0
O13525,P53875,0
P25087,Q03049,0
P28707,Q6Q572,0
P29589,P32643,0
P53161,Q3E842,0
P0C5R2,Q12189,0
Q01590,Q06636,0
P02294,Q02732,1
O13533,O13573,0
P32781,Q12336,0
Q12026,Q6B108,0
P39929,Q3E834,0
P32524,Q03772,1
P02407,P38912,1
P23644,P39938,0
P38246,Q12452,0
P53073,Q04431,0
P53926,Q12444,0
P38779,Q12421,0
P25348,P53200,0
P05759,P25443,1
O13587,Q06636,0
A0A023PXI4,P23059,0
P57743,Q05778,0
P34224,Q08930,0
P07143,P08431,0
P0CG63,Q05533,0
P0CE11,Q2V2P8,0
Q08428,Q12140,0
P87285,Q05947,0
P38865,P53093,0
P33751,P38324,0
