protein1,protein2,experimental
YBL023C,YML065W,946
YBL023C,YDR052C,924
YBL023C,YLL004W,944
YBL025W,YNL030W,900
YBL025W,YER148W,900
YBL025W,YMR270C,959
YBL025W,YBR009C,943
YBL025W,YOR295W,886
YBL025W,YLR141W,943
YBL025W,YBR010W,943
YBL025W,YNL031C,900
YBL026W,YBR055C,936
YBL026W,YGR091W,946
YBL026W,YPR094W,832
YBL026W,YPR082C,824
YBL026W,YEL026W,832
YBL026W,YLR438C-A,972
YBL026W,YMR240C,896
YBL026W,YOR308C,953
YBL026W,YLR117C,734
YBL026W,YCR077C,972
YBL026W,YLR016C,832
YBL026W,YER146W,957
YBL026W,YNL138W-A,832
YBL026W,YJL124C,972
YBL026W,YHR165C,951
YBL026W,YDR378C,972
YBL026W,YJL203W,835
YBL026W,YGR074W,935
YBL026W,YPR182W,898
YBL026W,YIR005W,800
YBL026W,YOR319W,832
YBL026W,YPR178W,971
YBL026W,YDR473C,987
YBL026W,YIR009W,835
YBL026W,YFL017W-A,835
YBL026W,YER029C,949
YBL026W,YKL173W,944
YBL026W,YDL098C,896
YBL026W,YGR075C,914
YBL026W,YDL030W,832
YBL026W,YML049C,835
YBL026W,YOR159C,918
YBL026W,YBR152W,800
YBL026W,YLR275W,975
YBL026W,YNL147W,957
YBL026W,YLR147C,953
YBL026W,YER112W,957
YBL026W,YER172C,959
YBL026W,YDL043C,832
YBL026W,YGL174W,800
YBL026W,YMR268C,972
YBL026W,YJR022W,972
YBL026W,YPL213W,896
YBL026W,YCR020C-A,714
YBL026W,YMR288W,835
YBL027W,YML063W,874
YBL027W,YLR264W,875
YBL027W,YPL220W,875
YBL027W,YEL057C,800
YBL027W,YLR287C-A,875
YBL027W,YFL034C-A,875
YBL027W,YPL198W,875
YBL027W,YOR253W,800
YBL027W,YGR103W,866
YBL027W,YML024W,907
YBL027W,YLR075W,922
YBL027W,YNL061W,822
YBL027W,YNL135C,800
YBL027W,YBR084C-A,800
YBL027W,YOR272W,819
YBL027W,YPL226W,800
YBL027W,YHR013C,800
YBL027W,YBL087C,875
YBL027W,YLR340W,922
YBL027W,YGL103W,922
YBL027W,YGR027C,875
YBL027W,YDL061C,875
YBL027W,YKL180W,875
YBL027W,YLR441C,907
YBL027W,YDL082W,875
YBL027W,YOR294W,800
YBL027W,YJR094W-A,907
YBL027W,YER006W,826
YBL027W,YDR450W,911
YBL027W,YIL133C,875
YBL027W,YKL156W,907
YBL027W,YER056C-A,875
YBL027W,YJL136C,922
YBL027W,YBR267W,823
YBL027W,YGR173W,800
YBL027W,YPL081W,907
YBL027W,YMR143W,875
YBL027W,YER002W,819
YBL027W,YNL182C,800
YBL027W,YHR141C,835
YBL027W,YOL121C,907
YBL027W,YLR249W,800
YBL027W,YGL147C,875
YBL027W,YMR121C,875
YBL027W,YCR072C,800
YBL027W,YMR049C,819
YBL027W,YHR085W,800
YBL027W,YNL110C,909
YBL027W,YER074W,875
YBL027W,YOL040C,942
YBL027W,YLR397C,800
YBL027W,YOR133W,873
YBL027W,YFR032C-A,922
YBL027W,YLR074C,824
YBL027W,YHR088W,865
YBL027W,YLR002C,819
YBL027W,YMR242C,875
YBL027W,YHR081W,800
YBL027W,YDR418W,875
YBL027W,YLR167W,942
YBL027W,YLR344W,911
YBL027W,YDR087C,800
YBL027W,YKR081C,886
YBL027W,YNL178W,942
YBL027W,YMR290C,868
YBL027W,YER126C,901
YBL027W,YPL143W,875
YBL027W,YDL133C-A,800
YBL027W,YHL015W,942
YBL027W,YLR387C,823
YBL027W,YBL028C,819
YBL027W,YJL190C,907
YBL027W,YPR016C,936
YBL027W,YDL191W,875
YBL027W,YNL023C,800
YBL027W,YGR214W,907
YBL027W,YLR325C,942
YBL027W,YMR116C,974
YBL027W,YOL127W,942
YBL027W,YKL172W,819
YBL027W,YEL034W,939
YBL027W,YOR298C-A,824
YBL027W,YER036C,800
YBL027W,YGR034W,874
YBL027W,YLR150W,901
YBL027W,YFR031C-A,875
YBL027W,YGR169C-A,821
YBL027W,YJL191W,874
YBL027W,YFL002C,928
YBL027W,YGL123W,942
YBL027W,YLR106C,800
YBL027W,YOR369C,942
YBL027W,YER131W,875
YBL027W,YFR001W,800
YBL027W,YBL072C,907
YBL027W,YDR025W,875
YBL027W,YDL081C,863
YBL027W,YDL184C,800
YBL027W,YNL301C,875
YBL027W,YOR293W,907
YBL027W,YGL213C,800
YBL027W,YBR181C,912
YBL027W,YDR064W,942
YBL027W,YPL131W,922
YBL027W,YPR072W,800
YBL027W,YKR084C,819
YBL027W,YDR101C,946
YBL027W,YHR197W,800
YBL027W,YBR191W,875
YBL027W,YPL090C,874
YBL027W,YLR029C,875
YBL027W,YAL025C,819
YBL027W,YOR167C,875
YBL027W,YPL146C,944
YBL027W,YML026C,874
YBL027W,YDR412W,852
YBL027W,YIL069C,875
YBL027W,YPR102C,875
YBL027W,YOR206W,866
YBL027W,YGL195W,800
YBL027W,YBR189W,874
YBL027W,YGL135W,875
YBL027W,YLR009W,919
YBL027W,YGL030W,922
YBL027W,YPL249C-A,875
YBL027W,YLR398C,800
YBL027W,YPL093W,948
YBL027W,YJL050W,800
YBL027W,YGL099W,826
YBL027W,YBL092W,922
YBL027W,YBR048W,875
YBL027W,YGR148C,875
YBL027W,YGL029W,800
YBL027W,YOL039W,858
YBL027W,YMR194W,875
YBL027W,YER117W,875
YBL027W,YNL069C,875
YBL027W,YKR057W,809
YBL027W,YHR021C,874
YBL027W,YJL189W,922
YBL027W,YHL033C,875
YBL027W,YIL052C,875
YBL027W,YLR388W,875
YBL027W,YDL075W,907
YBL027W,YOL077C,819
YBL027W,YPR043W,874
YBL027W,YNL302C,874
YBL027W,YOR096W,907
YBL027W,YOL120C,875
YBL027W,YDL083C,875
YBL027W,YHL001W,875
YBL027W,YOR063W,922
YBL027W,YOR091W,800
YBL027W,YGR085C,875
YBL027W,YIL148W,835
YBL027W,YNL001W,819
YBL027W,YJL177W,875
YBL027W,YDR385W,950
YBL027W,YCR031C,907
YBL027W,YGL076C,875
YBL027W,YPR132W,875
YBL027W,YOR001W,800
YBL027W,YJR123W,969
YBL027W,YAL035W,872
YBL027W,YGL189C,875
YBL027W,YDL040C,800
YBL027W,YBR031W,875
YBL027W,YKL006W,875
YBL027W,YKR094C,835
YBL027W,YIR026C,800
YBL027W,YJL122W,800
YBL027W,YDR086C,883
YBL027W,YCL054W,909
YBL027W,YLR185W,875
YBL027W,YER102W,874
YBL027W,YKL009W,875
YBL027W,YIL018W,875
YBL027W,YDR447C,874
YBL027W,YHR052W,825
YBL027W,YJR145C,875
YBL027W,YHR203C,875
YBL027W,YDL136W,875
YBL027W,YNL067W,875
YBL027W,YHR010W,875
YBL027W,YDR049W,800
YBL027W,YER019C-A,835
YBL027W,YGL111W,800
YBL027W,YDR500C,875
YBL027W,YIL161W,800
YBL027W,YGL031C,875
YBL027W,YLL045C,875
YBL027W,YHR170W,830
YBL027W,YNL162W,835
YBL027W,YLR448W,875
YBL027W,YOR312C,875
YBL027W,YLR048W,874
YBL027W,YNL002C,878
YBL027W,YLR061W,875
YBL027W,YML073C,875
YBL027W,YPR189W,800
YBL027W,YGR118W,875
YBL027W,YNR053C,871
YBL027W,YOR182C,875
YBL027W,YDR012W,875
YBL027W,YGR245C,800
YBL027W,YAL036C,800
YBL027W,YEL054C,875
YBL027W,YGL173C,800
YBL027W,YBR283C,835
YBL027W,YPL211W,819
YBL028C,YLR106C,800
YBL028C,YFR001W,800
YBL028C,YDL136W,823
YBL028C,YFR031C-A,800
YBL028C,YGL111W,830
YBL028C,YFL002C,856
YBL028C,YHR010W,819
YBL028C,YNR053C,859
YBL028C,YPL211W,830
YBL028C,YEL054C,800
YBL028C,YGR245C,800
YBL028C,YNL162W,800
YBL028C,YHR170W,800
YBL028C,YNL301C,823
YBL028C,YML073C,823
YBL028C,YLR061W,823
YBL028C,YNL002C,811
YBL028C,YOR312C,819
YBL028C,YER126C,874
YBL028C,YMR290C,874
YBL028C,YKL006W,823
YBL028C,YBR031W,819
YBL028C,YPL143W,823
YBL028C,YDR418W,800
YBL028C,YHR081W,800
YBL028C,YKR081C,886
YBL028C,YDR087C,830
YBL028C,YOR001W,800
YBL028C,YGL076C,819
YBL028C,YLR344W,823
YBL028C,YKL172W,862
YBL028C,YOL127W,823
YBL028C,YJL122W,800
YBL028C,YPR016C,830
YBL028C,YHR052W,830
YBL028C,YIL018W,800
YBL028C,YLR325C,823
YBL028C,YKL009W,830
YBL028C,YLR185W,819
YBL028C,YDL191W,823
YBL028C,YCL054W,830
YBL028C,YNL182C,800
YBL028C,YER002W,830
YBL028C,YHR141C,800
YBL028C,YIL133C,813
YBL028C,YER006W,830
YBL028C,YER117W,819
YBL028C,YMR194W,819
YBL028C,YER056C-A,819
YBL028C,YGL029W,800
YBL028C,YOL120C,823
YBL028C,YLR397C,800
YBL028C,YMR242C,819
YBL028C,YOR063W,917
YBL028C,YLR002C,830
YBL028C,YHR088W,830
YBL028C,YLR074C,800
YBL028C,YFR032C-A,800
YBL028C,YDL075W,823
YBL028C,YGL147C,827
YBL028C,YJL189W,830
YBL028C,YHL033C,823
YBL028C,YPR043W,800
YBL028C,YNL110C,830
YBL028C,YHR085W,800
YBL028C,YOL077C,830
YBL028C,YMR049C,830
YBL028C,YCR072C,800
YBL028C,YBR191W,819
YBL028C,YHR197W,800
YBL028C,YGR103W,830
YBL028C,YBL027W,819
YBL028C,YAL025C,830
YBL028C,YLR029C,819
YBL028C,YPL131W,800
YBL028C,YPL220W,800
YBL028C,YDR101C,800
YBL028C,YKL180W,819
YBL028C,YGL135W,800
YBL028C,YGL103W,823
YBL028C,YBL087C,819
YBL028C,YBL092W,823
YBL028C,YJR094W-A,800
YBL028C,YJL050W,800
YBL028C,YPL093W,830
YBL028C,YPL249C-A,819
YBL028C,YOR294W,800
YBL028C,YLR009W,830
YBL028C,YDL082W,823
YBL028C,YGL030W,823
YBL028C,YBR084C-A,819
YBL028C,YDR412W,800
YBL028C,YNL061W,830
YBL028C,YPL146C,800
YBL028C,YOR272W,830
YBL028C,YOR206W,830
YBL028C,YPR102C,800
YBL035C,YKL045W,944
YBL035C,YIR008C,944
YBL035C,YNL102W,992
YBL037W,YOL062C,861
YBL037W,YJR058C,901
YBL037W,YJR005W,745
YBL038W,YPR166C,964
YBL038W,YMR158W,843
YBL038W,YCR046C,987
YBL038W,YGR215W,923
YBL038W,YDR337W,964
YBL038W,YHL004W,964
YBL038W,YPL183W-A,964
YBL038W,YPL118W,821
YBL038W,YNR037C,948
YBL038W,YEL050C,964
YBL038W,YDR322W,942
YBL038W,YBR282W,964
YBL038W,YDL045W-A,830
YBL038W,YDR296W,898
YBL038W,YML025C,988
YBL038W,YDR115W,964
YBL038W,YGR165W,830
YBL038W,YNL284C,987
YBL038W,YNR022C,800
YBL038W,YNL252C,964
YBL038W,YKR006C,933
YBL038W,YKL138C,808
YBL038W,YCR071C,956
YBL038W,YDR237W,975
YBL038W,YGR084C,800
YBL038W,YHR059W,800
YBL038W,YGR076C,830
YBL038W,YBR268W,739
YBL038W,YNR036C,964
YBL038W,YMR286W,964
YBL038W,YNL177C,964
YBL038W,YKR085C,944
YBL038W,YHR147C,964
YBL038W,YDR462W,987
YBL038W,YDR347W,811
YBL038W,YKL167C,801
YBL038W,YNL005C,985
YBL038W,YPL226W,715
YBL038W,YKL003C,964
YBL038W,YMR024W,983
YBL038W,Q0140,800
YBL038W,YHR038W,770
YBL038W,YLR312W-A,800
YBL038W,YNL306W,964
YBL038W,YGL129C,964
YBL038W,YBR146W,964
YBL038W,YPL173W,898
YBL038W,YOR150W,987
YBL038W,YOR158W,800
YBL038W,YDL202W,825
YBL038W,YDR036C,898
YBL038W,YNL137C,835
YBL038W,YDR405W,964
YBL038W,YPL013C,964
YBL038W,YNL014W,715
YBL038W,YKL170W,896
YBL038W,YDR494W,800
YBL038W,YGR220C,982
YBL038W,YBL090W,830
YBL038W,YNL081C,835
YBL038W,YJR101W,830
YBL038W,YCR003W,958
YBL038W,YML009C,964
YBL038W,YMR188C,947
YBL038W,YDR175C,964
YBL038W,YNL122C,808
YBL038W,YNL185C,825
YBL038W,YBR122C,873
YBL038W,YIL093C,830
YBL038W,YLR439W,987
YBL038W,YLR249W,715
YBL038W,YJR113C,922
YBL038W,YER050C,964
YBL038W,YMR193W,933
YBL038W,YDR116C,719
YBL038W,YDR041W,956
YBL038W,YPR100W,986
YBL038W,YBR251W,964
YBL038W,YJL063C,986
YBL038W,YJL096W,830
YBL039C,YJR103W,734
YBL039W-B,YHR083W,726
YBL039W-B,YGR028W,726
YBL041W,YLR167W,835
YBL041W,YIL148W,819
YBL041W,YHR200W,986
YBL041W,YGR253C,992
YBL041W,YFR004W,972
YBL041W,YER021W,924
YBL041W,YPR108W,948
YBL041W,YDL097C,940
YBL041W,YFR052W,923
YBL041W,YHR027C,956
YBL041W,YKR094C,819
YBL041W,YOR117W,935
YBL041W,YOR259C,987
YBL041W,YMR314W,972
YBL041W,YLL039C,824
YBL041W,YER012W,987
YBL041W,YKL206C,819
YBL041W,YDR363W-A,832
YBL041W,YOR261C,938
YBL041W,YGR135W,988
YBL041W,YFR010W,897
YBL041W,YOR157C,992
YBL041W,YPR103W,992
YBL041W,YDL007W,958
YBL041W,YIL075C,950
YBL041W,YLR199C,800
YBL041W,YJL001W,988
YBL041W,YOL038W,969
YBL041W,YOR362C,988
YBL041W,YML092C,988
YBL041W,YKL145W,925
YBL041W,YFR050C,992
YBL041W,YLR421C,831
YBL041W,YDL147W,980
YBL041W,YGL011C,957
YBL041W,YDR427W,950
YBL041W,YER094C,982
YBL041W,YGL048C,947
YBL041W,YCR076C,930
YBL041W,YFL007W,923
YBL041W,YDR394W,949
YBL041W,YBR173C,901
YBL045C,YEL024W,987
YBL045C,YLR038C,972
YBL045C,YJR048W,893
YBL045C,YHR001W-A,917
YBL045C,Q0105,970
YBL045C,YNR018W,944
YBL045C,Q0275,904
YBL045C,YIL111W,963
YBL045C,YNL052W,969
YBL045C,YHR051W,965
YBL045C,YDL067C,915
YBL045C,YDR119W-A,915
YBL045C,YGL191W,972
YBL045C,YOR065W,984
YBL045C,YJL166W,986
YBL045C,Q0250,964
YBL045C,YDL189W,732
YBL045C,YLR395C,956
YBL045C,Q0045,954
YBL045C,YEL039C,800
YBL045C,YGL187C,972
YBL045C,YML030W,734
YBL045C,YGR183C,982
YBL045C,YDR529C,986
YBL045C,YPR191W,986
YBL045C,YMR256C,915
YBL045C,YFR033C,931
YBL046W,YNL201C,779
YBL046W,YDR075W,887
YBL046W,YDR225W,704
YBL047C,YBL078C,946
YBL047C,YKR094C,900
YBL047C,YCR030C,740
YBL047C,YLR167W,900
YBL047C,YIL148W,939
YBL047C,YLL039C,961
YBL049W,YDR255C,709
YBL049W,YGL227W,705
YBL049W,YIL017C,709
YBL050W,YOR106W,766
YBL050W,YLR093C,745
YBL050W,YGL212W,749
YBL050W,YAL030W,901
YBL050W,YGR009C,726
YBL050W,YBR080C,857
YBL050W,YMR197C,768
YBL050W,YPL232W,791
YBL050W,YDR189W,760
YBL051C,YDL165W,734
YBL052C,YJR082C,724
YBL052C,YPR031W,744
YBL056W,YDR071C,734
YBL058W,YDL190C,734
YBL058W,YFL044C,741
YBL058W,YDR411C,734
YBL058W,YKL213C,740
YBL058W,YDL126C,986
YBL067C,YOL087C,777
YBL068W,YER099C,734
YBL068W,YKL181W,734
YBL071W-A,YAL020C,962
YBL072C,YEL057C,800
YBL072C,YML063W,874
YBL072C,YCL059C,971
YBL072C,YLR409C,896
YBL072C,YLR075W,942
YBL072C,YNL135C,800
YBL072C,YBR084C-A,874
YBL072C,YER025W,933
YBL072C,YPL226W,861
YBL072C,YLR340W,942
YBL072C,YGR095C,800
YBL072C,YGL103W,942
YBL072C,YJR094W-A,907
YBL072C,YLR441C,907
YBL072C,YIL133C,928
YBL072C,YLR333C,875
YBL072C,YGR173W,800
YBL072C,YKL156W,907
YBL072C,YER056C-A,875
YBL072C,YJL136C,922
YBL072C,YHR141C,878
YBL072C,YOL010W,937
YBL072C,YIL019W,823
YBL072C,YLR197W,924
YBL072C,YGL147C,907
YBL072C,YMR121C,874
YBL072C,YOR133W,873
YBL072C,YOL040C,942
YBL072C,YMR242C,911
YBL072C,YFR032C-A,942
YBL072C,YDR418W,911
YBL072C,YLR167W,942
YBL072C,YMR229C,912
YBL072C,YLR344W,907
YBL072C,YNL178W,942
YBL072C,YMR128W,886
YBL072C,YHL015W,942
YBL072C,YDL133C-A,800
YBL072C,YER127W,924
YBL072C,YPL237W,927
YBL072C,YOR078W,944
YBL072C,YLR325C,942
YBL072C,YGR128C,852
YBL072C,YDL191W,874
YBL072C,YGR158C,800
YBL072C,YOL127W,942
YBL072C,YDL014W,932
YBL072C,YEL034W,878
YBL072C,YGR034W,874
YBL072C,YPR137W,896
YBL072C,YGR169C-A,866
YBL072C,YGL123W,942
YBL072C,YLR222C,896
YBL072C,YJR002W,924
YBL072C,YDR025W,936
YBL072C,YDL081C,860
YBL072C,YDR280W,800
YBL072C,YNL301C,907
YBL072C,YOR293W,907
YBL072C,YDR064W,942
YBL072C,YKR084C,819
YBL072C,YBR191W,907
YBL072C,YPL090C,874
YBL072C,YBL027W,907
YBL072C,YOR167C,907
YBL072C,YGL195W,869
YBL072C,YBR189W,874
YBL072C,YPR102C,907
YBL072C,YPL249C-A,874
YBL072C,YJL050W,867
YBL072C,YHR148W,897
YBL072C,YGR148C,874
YBL072C,YBR048W,957
YBL072C,YML093W,922
YBL072C,YCR047C,870
YBL072C,YDL060W,905
YBL072C,YGR145W,924
YBL072C,YBR079C,928
YBL072C,YHR021C,874
YBL072C,YPR144C,971
YBL072C,YDL075W,907
YBL072C,YOR056C,900
YBL072C,YDL148C,845
YBL072C,YOL120C,874
YBL072C,YOR096W,907
YBL072C,YDL083C,907
YBL072C,YHL001W,874
YBL072C,YNL001W,819
YBL072C,YOR091W,886
YBL072C,YGR085C,874
YBL072C,YGL076C,875
YBL072C,YCR031C,907
YBL072C,YOR001W,891
YBL072C,YPR132W,874
YBL072C,YNR024W,800
YBL072C,YMR260C,922
YBL072C,YJR123W,974
YBL072C,YAL035W,916
YBL072C,YDR429C,895
YBL072C,YBR031W,907
YBL072C,YJR007W,924
YBL072C,YKL006W,907
YBL072C,YMR309C,942
YBL072C,YDR447C,874
YBL072C,YLR185W,907
YBL072C,YDR299W,971
YBL072C,YDL136W,907
YBL072C,YNL067W,874
YBL072C,YER082C,923
YBL072C,YOL142W,800
YBL072C,YHR010W,907
YBL072C,YOL021C,800
YBL072C,YLR448W,874
YBL072C,YPL266W,870
YBL072C,YLR048W,874
YBL072C,YLR061W,907
YBL072C,YML073C,907
YBL072C,YIL127C,800
YBL072C,YDL111C,800
YBL072C,YOR312C,874
YBL072C,YGR118W,907
YBL072C,YPR189W,869
YBL072C,YAL036C,852
YBL072C,YPL220W,875
YBL072C,YBL004W,923
YBL072C,YLR264W,874
YBL072C,YLR287C-A,875
YBL072C,YPL198W,875
YBL072C,YML024W,907
YBL072C,YGR090W,941
YBL072C,YGR027C,875
YBL072C,YDL061C,874
YBL072C,YKL180W,907
YBL072C,YBL087C,907
YBL072C,YDR091C,906
YBL072C,YDL082W,875
YBL072C,YLR129W,896
YBL072C,YDR450W,907
YBL072C,YPL081W,907
YBL072C,YMR143W,874
YBL072C,YOR361C,901
YBL072C,YJL109C,933
YBL072C,YOL121C,907
YBL072C,YLR249W,861
YBL072C,YHR196W,954
YBL072C,YHR069C,852
YBL072C,YER074W,875
YBL072C,YCL031C,896
YBL072C,YPR041W,826
YBL072C,YHR081W,800
YBL072C,YDL153C,924
YBL072C,YLR192C,903
YBL072C,YPL143W,907
YBL072C,YDR324C,896
YBL072C,YJL190C,919
YBL072C,YDR339C,896
YBL072C,YGR195W,800
YBL072C,YGR214W,910
YBL072C,YNL023C,852
YBL072C,YKR060W,819
YBL072C,YMR116C,974
YBL072C,YLR150W,927
YBL072C,YFR031C-A,907
YBL072C,YOR298C-A,834
YBL072C,YKL099C,896
YBL072C,YJL191W,874
YBL072C,YOR369C,942
YBL072C,YER131W,874
YBL072C,YDL184C,800
YBL072C,YDR398W,896
YBL072C,YGL213C,800
YBL072C,YPL131W,955
YBL072C,YPR072W,800
YBL072C,YBR181C,907
YBL072C,YNL075W,896
YBL072C,YOR310C,971
YBL072C,YKL143W,951
YBL072C,YLR029C,907
YBL072C,YIL069C,875
YBL072C,YML026C,874
YBL072C,YGL135W,875
YBL072C,YLR398C,861
YBL072C,YNL232W,820
YBL072C,YBL092W,942
YBL072C,YPL126W,923
YBL072C,YGL030W,942
YBL072C,YDR449C,971
YBL072C,YMR194W,907
YBL072C,YER117W,874
YBL072C,YKR057W,867
YBL072C,YBR247C,971
YBL072C,YLR388W,907
YBL072C,YHL033C,907
YBL072C,YJL189W,922
YBL072C,YIL052C,875
YBL072C,YPR043W,874
YBL072C,YMR146C,875
YBL072C,YNL302C,874
YBL072C,YLR051C,923
YBL072C,YOR063W,942
YBL072C,YIL148W,872
YBL072C,YJL069C,941
YBL072C,YJL177W,874
YBL072C,YEL026W,924
YBL072C,YDR385W,959
YBL072C,YGL189C,907
YBL072C,YKR094C,872
YBL072C,YNL132W,924
YBL072C,YIL018W,874
YBL072C,YJR145C,937
YBL072C,YER102W,800
YBL072C,YMR093W,924
YBL072C,YNL207W,951
YBL072C,YLR186W,926
YBL072C,YHR203C,937
YBL072C,YPL217C,971
YBL072C,YDR500C,874
YBL072C,YIL161W,839
YBL072C,YCR035C,800
YBL072C,YLL045C,874
YBL072C,YGL031C,928
YBL072C,YNL162W,835
YBL072C,YOR145C,914
YBL072C,YOR182C,875
YBL072C,YCR057C,970
YBL072C,YLR367W,874
YBL072C,YGL173C,857
YBL072C,YEL054C,874
YBL072C,YDR012W,874
YBL072C,YNL244C,873
YBL072C,YLL011W,924
YBL074C,YBR119W,734
YBL074C,YHR165C,991
YBL075C,YER103W,734
YBL076C,YGL245W,782
YBL076C,YHR020W,706
YBL078C,YGL180W,762
YBL078C,YNR007C,809
YBL078C,YHR171W,979
YBL078C,YKR051W,832
YBL078C,YBL047C,946
YBL078C,YNL223W,793
YBL079W,YDL088C,886
YBL079W,YIL115C,904
YBL079W,YMR153W,908
YBL079W,YDL116W,937
YBL079W,YML103C,902
YBL079W,YDR424C,800
YBL079W,YJL061W,886
YBL079W,YGL092W,906
YBL079W,YJL041W,979
YBL079W,YJR042W,900
YBL079W,YLR208W,855
YBL079W,YGL100W,921
YBL079W,YER105C,939
YBL079W,YJL039C,961
YBL079W,YKL057C,886
YBL079W,YGL172W,937
YBL079W,YFR002W,971
YBL079W,YGR128C,746
YBL079W,YKR082W,906
YBL079W,YGR119C,952
YBL080C,YMR293C,962
YBL080C,YGR102C,943
YBL084C,YGL003C,953
YBL084C,YFR036W,944
YBL084C,YNL172W,973
YBL084C,YHR166C,959
YBL084C,YLR102C,972
YBL084C,YOR249C,963
YBL084C,YIR025W,944
YBL084C,YLR127C,961
YBL084C,YKL101W,800
YBL084C,YKL022C,988
YBL084C,YDL188C,745
YBL084C,YGL240W,988
YBL084C,YDR118W,976
YBL084C,YDL008W,960
YBL084C,YDR260C,972
YBL084C,YDL134C,745
YBL084C,YBR160W,734
YBL085W,YBR238C,702
YBL087C,YNL110C,931
YBL087C,YMR049C,819
YBL087C,YER074W,875
YBL087C,YHR088W,819
YBL087C,YLR074C,824
YBL087C,YLR002C,819
YBL087C,YDR450W,875
YBL087C,YER006W,827
YBL087C,YBR267W,874
YBL087C,YPL081W,907
YBL087C,YMR143W,875
YBL087C,YLR249W,957
YBL087C,YOL121C,907
YBL087C,YNL061W,822
YBL087C,YHR066W,852
YBL087C,YOR272W,819
YBL087C,YDL061C,875
YBL087C,YGR027C,875
YBL087C,YKL180W,875
YBL087C,YDR091C,824
YBL087C,YDL082W,875
YBL087C,YLR264W,875
YBL087C,YPL220W,875
YBL087C,YLR287C-A,875
YBL087C,YPL198W,875
YBL087C,YML024W,907
YBL087C,YDL184C,800
YBL087C,YGL213C,800
YBL087C,YER036C,824
YBL087C,YOR298C-A,824
YBL087C,YLR150W,897
YBL087C,YFR031C-A,907
YBL087C,YJL191W,874
YBL087C,YOR369C,942
YBL087C,YLR106C,800
YBL087C,YER131W,875
YBL087C,YBL072C,907
YBL087C,YJL190C,875
YBL087C,YNL023C,800
YBL087C,YGR214W,910
YBL087C,YMR116C,974
YBL087C,YHR081W,800
YBL087C,YDR087C,824
YBL087C,YER126C,896
YBL087C,YPL143W,875
YBL087C,YBL028C,819
YBL087C,YIL052C,875
YBL087C,YHL033C,875
YBL087C,YJL189W,922
YBL087C,YLR388W,875
YBL087C,YOL077C,897
YBL087C,YPR043W,875
YBL087C,YNL302C,874
YBL087C,YOR063W,961
YBL087C,YER117W,800
YBL087C,YMR194W,875
YBL087C,YKR057W,809
YBL087C,YPL146C,944
YBL087C,YML026C,875
YBL087C,YDR412W,800
YBL087C,YIL069C,875
YBL087C,YOR206W,914
YBL087C,YGL135W,875
YBL087C,YGL030W,922
YBL087C,YPL093W,893
YBL087C,YGL099W,827
YBL087C,YLR398C,800
YBL087C,YBL092W,922
YBL087C,YBR181C,910
YBL087C,YPL131W,925
YBL087C,YPR072W,800
YBL087C,YDR101C,941
YBL087C,YNL014W,792
YBL087C,YLR029C,875
YBL087C,YNL162W,835
YBL087C,YNR053C,901
YBL087C,YOR182C,875
YBL087C,YDR012W,879
YBL087C,YGR245C,800
YBL087C,YEL054C,875
YBL087C,YGL173C,800
YBL087C,YPL211W,906
YBL087C,YHR203C,879
YBL087C,YIL161W,800
YBL087C,YDR500C,875
YBL087C,YGL031C,937
YBL087C,YLL045C,875
YBL087C,YKR094C,872
YBL087C,YIR026C,800
YBL087C,YJL122W,800
YBL087C,YER102W,874
YBL087C,YCL054W,913
YBL087C,YHR052W,895
YBL087C,YJR145C,875
YBL087C,YIL018W,874
YBL087C,YIL148W,872
YBL087C,YDR385W,952
YBL087C,YJL177W,875
YBL087C,YGL189C,875
YBL087C,YGL147C,875
YBL087C,YCR072C,800
YBL087C,YMR121C,875
YBL087C,YHR085W,800
YBL087C,YOL040C,942
YBL087C,YLR397C,800
YBL087C,YOR133W,873
YBL087C,YFR032C-A,922
YBL087C,YMR242C,875
YBL087C,YIL133C,907
YBL087C,YJL136C,922
YBL087C,YER056C-A,875
YBL087C,YKL156W,907
YBL087C,YGR173W,800
YBL087C,YNL182C,800
YBL087C,YER002W,819
YBL087C,YHR141C,835
YBL087C,YKL082C,800
YBL087C,YBR084C-A,875
YBL087C,YNL135C,800
YBL087C,YPL226W,957
YBL087C,YLR340W,925
YBL087C,YHR013C,800
YBL087C,YGL103W,922
YBL087C,YLR441C,926
YBL087C,YOR294W,800
YBL087C,YJR094W-A,875
YBL087C,YML063W,874
YBL087C,YEL057C,800
YBL087C,YFL034C-A,875
YBL087C,YDR361C,717
YBL087C,YOR253W,800
YBL087C,YLR075W,929
YBL087C,YGR103W,898
YBL087C,YDL081C,835
YBL087C,YNL301C,875
YBL087C,YOR293W,907
YBL087C,YGR034W,874
YBL087C,YGR169C-A,819
YBL087C,YFL002C,858
YBL087C,YGL123W,942
YBL087C,YFR001W,860
YBL087C,YDR025W,875
YBL087C,YPR016C,971
YBL087C,YDL191W,875
YBL087C,YLR325C,922
YBL087C,YOL127W,942
YBL087C,YKL172W,819
YBL087C,YEL034W,936
YBL087C,YLR167W,922
YBL087C,YDR418W,875
YBL087C,YLR344W,907
YBL087C,YKR081C,886
YBL087C,YNL178W,945
YBL087C,YMR290C,866
YBL087C,YDL133C-A,800
YBL087C,YHL015W,942
YBL087C,YLR387C,823
YBL087C,YDL075W,907
YBL087C,YOR096W,907
