protein1,protein2,experimental
A0A1D8PC56,P25997,921
A0A1D8PC56,A0A1D8PTY4,921
A0A1D8PC77,A0A1D8PIV7,832
A0A1D8PC77,A0A1D8PFL7,832
A0A1D8PC77,A0A1D8PFZ8,743
A0A1D8PC77,Q5A2A0,832
A0A1D8PC97,A0A1D8PTV4,832
A0A1D8PCA6,A0A1D8PRX3,832
A0A1D8PCA6,Q5A326,832
A0A1D8PCA6,A0A1D8PE86,832
A0A1D8PCA6,A0A1D8PMT3,832
A0A1D8PCA6,A0A1D8PM98,832
A0A1D8PCA6,Q5ADM0,832
A0A1D8PCA6,A0A1D8PMB5,832
A0A1D8PCA8,P28870,953
A0A1D8PCA8,A0A1D8PP58,953
A0A1D8PCC8,Q59ZG6,832
A0A1D8PCD0,Q59QT0,832
A0A1D8PCD0,Q5A8Y5,832
A0A1D8PCD0,Q5A462,832
A0A1D8PCD0,Q59Z24,832
A0A1D8PCD0,A0A1D8PFJ8,832
A0A1D8PCD0,Q59MZ8,832
A0A1D8PCD0,Q5ALX3,832
A0A1D8PCD0,A0A1D8PH80,832
A0A1D8PCD0,Q5A8Y7,832
A0A1D8PCD0,A0A1D8PUA6,832
A0A1D8PCD0,A0A1D8PLR5,832
A0A1D8PCD0,A0A1D8PFX2,832
A0A1D8PCD3,A0A1D8PJA6,832
A0A1D8PCD3,A0A1D8PJ73,832
A0A1D8PCD3,A0A1D8PE69,832
A0A1D8PCD3,Q9B8D2,786
A0A1D8PCD3,A0A1D8PQU3,832
A0A1D8PCD3,A0A1D8PEH4,832
A0A1D8PCD3,Q59TD5,832
A0A1D8PCD3,Q9B8D6,832
A0A1D8PCD3,A0A1D8PEJ9,832
A0A1D8PCD3,Q9B8D1,832
A0A1D8PCD3,Q9B8C8,832
A0A1D8PCD3,A0A1D8PRX9,832
A0A1D8PCD3,Q9B8C9,832
A0A1D8PCD3,A0A1D8PJX3,794
A0A1D8PCD3,Q5AJG7,832
A0A1D8PCD3,A0A1D8PDI3,832
A0A1D8PCD3,Q5ADP7,832
A0A1D8PCD3,A0A1D8PHA3,832
A0A1D8PCD3,A0A1D8PG37,832
A0A1D8PCD3,A0A1D8PU51,832
A0A1D8PCD3,Q59Y38,832
A0A1D8PCD3,Q5AH07,832
A0A1D8PCD3,Q5ABD5,832
A0A1D8PCD3,A0A1D8PHY0,832
A0A1D8PCD3,Q5A222,832
A0A1D8PCD3,A0A1D8PPZ0,832
A0A1D8PCE7,A0A1D8PD51,832
A0A1D8PCE7,A0A1D8PDF4,822
A0A1D8PCE7,A0A1D8PHQ0,832
A0A1D8PCE7,Q59TN2,832
A0A1D8PCE7,Q59X53,832
A0A1D8PCE7,A0A1D8PDW1,832
A0A1D8PCE7,A0A1D8PLY1,832
A0A1D8PCG7,A0A1D8PFG4,925
A0A1D8PCG7,A0A1D8PEY9,925
A0A1D8PCG7,P83774,925
A0A1D8PCG7,Q5A6A1,925
A0A1D8PCG7,P25997,921
A0A1D8PCG7,Q5AJ93,925
A0A1D8PCG7,A0A1D8PSK2,925
A0A1D8PCG7,Q5ADQ6,925
A0A1D8PCG7,A0A1D8PSV5,925
A0A1D8PCG7,A0A1D8PK22,925
A0A1D8PCG7,A0A1D8PP14,925
A0A1D8PCG7,A0A1D8PCI6,861
A0A1D8PCG7,A0A1D8PI15,925
A0A1D8PCG7,O59931,925
A0A1D8PCG7,A0A1D8PDZ1,925
A0A1D8PCG7,A0A1D8PHW1,925
A0A1D8PCG7,A0A1D8PN83,898
A0A1D8PCG7,A0A1D8PLC9,925
A0A1D8PCG7,A0A1D8PQN0,925
A0A1D8PCG7,A0A1D8PCW6,925
A0A1D8PCG7,A0A1D8PPN6,925
A0A1D8PCG7,A0A1D8PTI7,861
A0A1D8PCG7,P40910,925
A0A1D8PCG7,Q5AIB8,925
A0A1D8PCG7,A0A1D8PK43,925
A0A1D8PCG7,A0A1D8PDT3,925
A0A1D8PCG7,A0A1D8PHH4,925
A0A1D8PCG7,Q5AG43,925
A0A1D8PCG7,A0A1D8PQS0,832
A0A1D8PCG7,A0A1D8PTY4,921
A0A1D8PCG7,A0A1D8PF45,925
A0A1D8PCG7,A0A1D8PF57,861
A0A1D8PCG7,A0A1D8PK40,925
A0A1D8PCG7,Q5A109,925
A0A1D8PCG7,A0A1D8PGY8,925
A0A1D8PCG7,O42817,925
A0A1D8PCG7,A0A1D8PPE0,925
A0A1D8PCG7,Q5A6R1,925
A0A1D8PCG7,A0A1D8PK30,925
A0A1D8PCG7,A0A1D8PTR4,925
A0A1D8PCG7,A0A1D8PFL9,925
A0A1D8PCG7,A0A1D8PK71,816
A0A1D8PCG7,A0A1D8PNQ6,925
A0A1D8PCG7,A0A1D8PL68,861
A0A1D8PCG7,A0A1D8PL99,925
A0A1D8PCG7,P0CU35,861
A0A1D8PCG7,A0A1D8PEV4,833
A0A1D8PCG7,Q5AJF7,832
A0A1D8PCG7,A0A1D8PCX8,925
A0A1D8PCG7,Q5ALV6,925
A0A1D8PCG7,Q96W54,861
A0A1D8PCG7,Q5AB87,925
A0A1D8PCG7,A0A1D8PCQ5,925
A0A1D8PCG7,A0A1D8PH21,925
A0A1D8PCG7,Q59T44,925
A0A1D8PCG7,A0A1D8PDL6,925
A0A1D8PCG7,A0A1D8PK61,861
A0A1D8PCG7,Q5ANA1,861
A0A1D8PCG7,A0A1D8PPT5,925
A0A1D8PCG7,A0A1D8PM41,925
A0A1D8PCG7,Q5A900,925
A0A1D8PCG7,A0A1D8PG16,925
A0A1D8PCG7,A0A1D8PM75,925
A0A1D8PCG7,A0A1D8PHF5,925
A0A1D8PCG7,A0A1D8PPS1,925
A0A1D8PCG7,A0A1D8PDU3,925
A0A1D8PCG7,A0A1D8PSC5,925
A0A1D8PCG7,Q59LS1,925
A0A1D8PCG7,Q5AEN2,925
A0A1D8PCG7,A0A1D8PQQ5,925
A0A1D8PCG7,Q5A7K0,925
A0A1D8PCG7,Q5A0M4,832
A0A1D8PCG7,Q9UVJ4,832
A0A1D8PCG7,Q5AGZ7,925
A0A1D8PCG7,A0A1D8PFV1,925
A0A1D8PCG7,Q5A389,925
A0A1D8PCG7,A0A1D8PGY0,925
A0A1D8PCG7,Q59TE0,925
A0A1D8PCG7,A0A1D8PDT4,925
A0A1D8PCG7,A0A1D8PF08,925
A0A1D8PCH9,O74711,921
A0A1D8PCI6,A0A1D8PK22,861
A0A1D8PCI6,A0A1D8PP14,861
A0A1D8PCI6,A0A1D8PSV5,861
A0A1D8PCI6,A0A1D8PN83,862
A0A1D8PCI6,A0A1D8PHW1,861
A0A1D8PCI6,A0A1D8PQN0,861
A0A1D8PCI6,A0A1D8PLC9,861
A0A1D8PCI6,A0A1D8PI15,861
A0A1D8PCI6,A0A1D8PCG7,861
A0A1D8PCI6,A0A1D8PDZ1,861
A0A1D8PCI6,O59931,861
A0A1D8PCI6,Q5A6A1,861
A0A1D8PCI6,P25997,921
A0A1D8PCI6,A0A1D8PEY9,861
A0A1D8PCI6,A0A1D8PFG4,861
A0A1D8PCI6,P83774,861
A0A1D8PCI6,Q5ADQ6,861
A0A1D8PCI6,A0A1D8PSK2,861
A0A1D8PCI6,Q5AJ93,861
A0A1D8PCI6,A0A1D8PPE0,861
A0A1D8PCI6,Q5A6R1,861
A0A1D8PCI6,Q5A109,861
A0A1D8PCI6,A0A1D8PK40,861
A0A1D8PCI6,O42817,861
A0A1D8PCI6,A0A1D8PGY8,862
A0A1D8PCI6,A0A1D8PK71,814
A0A1D8PCI6,A0A1D8PFL9,861
A0A1D8PCI6,A0A1D8PNQ6,861
A0A1D8PCI6,A0A1D8PK30,861
A0A1D8PCI6,A0A1D8PTR4,861
A0A1D8PCI6,A0A1D8PK43,861
A0A1D8PCI6,P40910,861
A0A1D8PCI6,Q5AIB8,861
A0A1D8PCI6,A0A1D8PPN6,861
A0A1D8PCI6,A0A1D8PCW6,861
A0A1D8PCI6,A0A1D8PTI7,831
A0A1D8PCI6,A0A1D8PTY4,921
A0A1D8PCI6,A0A1D8PF57,831
A0A1D8PCI6,A0A1D8PF45,861
A0A1D8PCI6,A0A1D8PDT3,861
A0A1D8PCI6,Q5AG43,862
A0A1D8PCI6,A0A1D8PHH4,861
A0A1D8PCI6,A0A1D8PK61,831
A0A1D8PCI6,A0A1D8PDL6,861
A0A1D8PCI6,Q59T44,861
A0A1D8PCI6,Q5A900,861
A0A1D8PCI6,A0A1D8PM41,861
A0A1D8PCI6,A0A1D8PPT5,861
A0A1D8PCI6,Q5ANA1,831
A0A1D8PCI6,A0A1D8PH21,861
A0A1D8PCI6,A0A1D8PCQ5,861
A0A1D8PCI6,A0A1D8PM75,861
A0A1D8PCI6,A0A1D8PG16,861
A0A1D8PCI6,A0A1D8PEV4,821
A0A1D8PCI6,A0A1D8PL99,862
A0A1D8PCI6,A0A1D8PL68,831
A0A1D8PCI6,P0CU35,831
A0A1D8PCI6,Q96W54,831
A0A1D8PCI6,Q5ALV6,861
A0A1D8PCI6,Q5AB87,861
A0A1D8PCI6,A0A1D8PCX8,861
A0A1D8PCI6,A0A1D8PDT4,861
A0A1D8PCI6,A0A1D8PF08,861
A0A1D8PCI6,A0A1D8PGY0,861
A0A1D8PCI6,Q5A389,861
A0A1D8PCI6,Q5AGZ7,861
A0A1D8PCI6,A0A1D8PFV1,861
A0A1D8PCI6,Q59TE0,861
A0A1D8PCI6,A0A1D8PSC5,861
A0A1D8PCI6,A0A1D8PDU3,862
A0A1D8PCI6,A0A1D8PPS1,861
A0A1D8PCI6,Q5AEN2,861
A0A1D8PCI6,Q59LS1,861
A0A1D8PCI6,A0A1D8PHF5,861
A0A1D8PCI6,Q5A7K0,862
A0A1D8PCI6,A0A1D8PQQ5,861
A0A1D8PCJ1,Q5AA46,801
A0A1D8PCJ1,Q5A8Y6,832
A0A1D8PCJ1,Q5A4Z9,832
A0A1D8PCJ1,Q59RP7,832
A0A1D8PCJ1,Q59KY7,814
A0A1D8PCJ1,Q5AI30,820
A0A1D8PCJ1,A0A1D8PLT6,832
A0A1D8PCJ1,Q59X93,832
A0A1D8PCJ1,A0A1D8PRG0,832
A0A1D8PCJ1,A0A1D8PRP9,760
A0A1D8PCJ1,A0A1D8PKF3,832
A0A1D8PCJ1,Q5A798,832
A0A1D8PCJ1,Q59ZI7,832
A0A1D8PCJ1,A0A1D8PQR2,820
A0A1D8PCJ1,A0A1D8PM86,832
A0A1D8PCJ1,Q59RQ4,832
A0A1D8PCJ1,Q5AAS9,783
A0A1D8PCJ1,Q5AJZ7,818
A0A1D8PCJ1,A0A1D8PMX3,832
A0A1D8PCJ1,Q5A3J1,832
A0A1D8PCJ1,A0A1D8PRY0,832
A0A1D8PCJ1,A0A1D8PRP6,832
A0A1D8PCJ1,Q5A7P6,832
A0A1D8PCJ1,A0A1D8PN49,832
A0A1D8PCJ1,A0A1D8PEV9,812
A0A1D8PCJ1,Q5A6K5,732
A0A1D8PCJ1,A0A1D8PG94,832
A0A1D8PCJ1,A0A1D8PPW1,832
A0A1D8PCJ1,O94150,832
A0A1D8PCJ1,A0A1D8PJ23,797
A0A1D8PCJ1,A0A1D8PQ89,798
A0A1D8PCJ1,Q59QC1,754
A0A1D8PCJ1,Q59VH3,832
A0A1D8PCJ1,A0A1D8PQQ9,832
A0A1D8PCJ1,Q5AHY8,832
A0A1D8PCJ9,Q5AC48,736
A0A1D8PCQ5,A0A1D8PL68,861
A0A1D8PCQ5,A0A1D8PEV4,833
A0A1D8PCQ5,Q5AJF7,832
A0A1D8PCQ5,A0A1D8PCX8,925
A0A1D8PCQ5,A0A1D8PH21,925
A0A1D8PCQ5,Q59T44,925
A0A1D8PCQ5,A0A1D8PK61,861
A0A1D8PCQ5,A0A1D8PDL6,925
A0A1D8PCQ5,Q5ANA1,861
A0A1D8PCQ5,A0A1D8PQR2,832
A0A1D8PCQ5,A0A1D8PPT5,925
A0A1D8PCQ5,Q59RQ4,832
A0A1D8PCQ5,A0A1D8PM75,925
A0A1D8PCQ5,A0A1D8PHF5,925
A0A1D8PCQ5,A0A1D8PDU3,925
A0A1D8PCQ5,Q59LS1,925
A0A1D8PCQ5,Q5AEN2,925
A0A1D8PCQ5,A0A1D8PQQ5,925
A0A1D8PCQ5,Q5A885,812
A0A1D8PCQ5,Q5AGZ7,925
A0A1D8PCQ5,A0A1D8PFV1,925
A0A1D8PCQ5,A0A1D8PGY0,925
A0A1D8PCQ5,A0A1D8PRG0,832
A0A1D8PCQ5,Q59TE0,925
A0A1D8PCQ5,A0A1D8PDT4,925
A0A1D8PCQ5,A0A1D8PF08,925
A0A1D8PCQ5,A0A1D8PFG4,925
A0A1D8PCQ5,A0A1D8PEY9,925
A0A1D8PCQ5,P83774,925
A0A1D8PCQ5,P25997,921
A0A1D8PCQ5,Q5AJ93,925
A0A1D8PCQ5,A0A1D8PSK2,925
A0A1D8PCQ5,Q5ADQ6,925
A0A1D8PCQ5,A0A1D8PCI6,861
A0A1D8PCQ5,A0A1D8PCG7,925
A0A1D8PCQ5,O59931,925
A0A1D8PCQ5,A0A1D8PN83,921
A0A1D8PCQ5,A0A1D8PLC9,925
A0A1D8PCQ5,Q5AHG8,832
A0A1D8PCQ5,A0A1D8PPN6,925
A0A1D8PCQ5,A0A1D8PTI7,861
A0A1D8PCQ5,A0A1D8PK43,925
A0A1D8PCQ5,A0A1D8PDT3,925
A0A1D8PCQ5,A0A1D8PF57,861
A0A1D8PCQ5,A0A1D8PK40,925
A0A1D8PCQ5,Q5A109,925
A0A1D8PCQ5,A0A1D8PGY8,925
A0A1D8PCQ5,A0A1D8PPE0,925
A0A1D8PCQ5,Q5A6R1,925
A0A1D8PCQ5,A0A1D8PK71,816
A0A1D8PCQ5,A0A1D8PL99,925
A0A1D8PCQ5,A0A1D8PKF3,832
A0A1D8PCQ5,P0CU35,861
A0A1D8PCQ5,Q59L13,832
A0A1D8PCQ5,Q5ALV6,925
A0A1D8PCQ5,Q96W54,861
A0A1D8PCQ5,Q5AB87,925
A0A1D8PCQ5,A0A1D8PM41,925
A0A1D8PCQ5,Q5A900,925
A0A1D8PCQ5,A0A1D8PG16,925
A0A1D8PCQ5,A0A1D8PPS1,925
A0A1D8PCQ5,A0A1D8PSC5,925
A0A1D8PCQ5,Q59SI1,782
A0A1D8PCQ5,Q5A7K0,925
A0A1D8PCQ5,Q59Z25,832
A0A1D8PCQ5,O94083,832
A0A1D8PCQ5,Q5A4Z9,832
A0A1D8PCQ5,Q5A0M4,832
A0A1D8PCQ5,Q59RP7,832
A0A1D8PCQ5,Q9UVJ4,832
A0A1D8PCQ5,Q5A6S7,832
A0A1D8PCQ5,Q5A389,925
A0A1D8PCQ5,Q5A6A1,925
A0A1D8PCQ5,Q59VH3,832
A0A1D8PCQ5,A0A1D8PSV5,925
A0A1D8PCQ5,A0A1D8PK22,925
A0A1D8PCQ5,A0A1D8PP14,925
A0A1D8PCQ5,A0A1D8PI15,925
A0A1D8PCQ5,A0A1D8PDZ1,925
A0A1D8PCQ5,A0A1D8PHW1,925
A0A1D8PCQ5,A0A1D8PQN0,925
A0A1D8PCQ5,A0A1D8PCW6,925
A0A1D8PCQ5,Q5AIB8,925
A0A1D8PCQ5,P40910,925
A0A1D8PCQ5,A0A1D8PQS0,832
A0A1D8PCQ5,A0A1D8PHH4,925
A0A1D8PCQ5,Q5AG43,925
A0A1D8PCQ5,Q5A3J1,802
A0A1D8PCQ5,A0A1D8PTY4,921
A0A1D8PCQ5,A0A1D8PN49,832
A0A1D8PCQ5,A0A1D8PF45,925
A0A1D8PCQ5,A0A1D8PPW1,751
A0A1D8PCQ5,O42817,925
A0A1D8PCQ5,Q5A6K5,832
A0A1D8PCQ5,A0A1D8PK30,925
A0A1D8PCQ5,A0A1D8PTR4,925
A0A1D8PCQ5,O94150,832
A0A1D8PCQ5,A0A1D8PFL9,925
A0A1D8PCQ5,Q5ABC3,832
A0A1D8PCQ5,A0A1D8PNQ6,925
A0A1D8PCT4,A0A1D8PS16,832
A0A1D8PCW6,Q5A389,925
A0A1D8PCW6,Q9UVJ4,832
A0A1D8PCW6,Q5A0M4,832
A0A1D8PCW6,Q5A7K0,925
A0A1D8PCW6,A0A1D8PSC5,925
A0A1D8PCW6,A0A1D8PPS1,925
A0A1D8PCW6,A0A1D8PG16,925
A0A1D8PCW6,Q5A900,925
A0A1D8PCW6,A0A1D8PM41,925
A0A1D8PCW6,A0A1D8PCQ5,925
A0A1D8PCW6,Q96W54,861
A0A1D8PCW6,Q5ALV6,925
A0A1D8PCW6,Q5AB87,925
A0A1D8PCW6,A0A1D8PL99,925
A0A1D8PCW6,P0CU35,861
A0A1D8PCW6,A0A1D8PFL9,925
A0A1D8PCW6,A0A1D8PNQ6,925
A0A1D8PCW6,A0A1D8PK30,925
A0A1D8PCW6,A0A1D8PTR4,925
A0A1D8PCW6,O42817,925
A0A1D8PCW6,A0A1D8PTY4,921
A0A1D8PCW6,A0A1D8PF45,925
A0A1D8PCW6,Q5AG43,925
A0A1D8PCW6,A0A1D8PHH4,925
A0A1D8PCW6,A0A1D8PQS0,832
A0A1D8PCW6,P40910,925
A0A1D8PCW6,Q5AIB8,925
A0A1D8PCW6,A0A1D8PHW1,925
A0A1D8PCW6,A0A1D8PQN0,925
A0A1D8PCW6,A0A1D8PI15,925
A0A1D8PCW6,A0A1D8PDZ1,925
A0A1D8PCW6,A0A1D8PK22,925
A0A1D8PCW6,A0A1D8PP14,925
A0A1D8PCW6,A0A1D8PSV5,925
A0A1D8PCW6,Q5A6A1,925
A0A1D8PCW6,A0A1D8PDT4,925
A0A1D8PCW6,A0A1D8PF08,925
A0A1D8PCW6,A0A1D8PGY0,925
A0A1D8PCW6,Q5AGZ7,925
A0A1D8PCW6,A0A1D8PFV1,925
A0A1D8PCW6,Q59TE0,925
A0A1D8PCW6,A0A1D8PQQ5,925
A0A1D8PCW6,A0A1D8PDU3,925
A0A1D8PCW6,Q5AEN2,925
A0A1D8PCW6,Q59LS1,925
A0A1D8PCW6,A0A1D8PHF5,925
A0A1D8PCW6,A0A1D8PM75,925
A0A1D8PCW6,A0A1D8PRE0,800
A0A1D8PCW6,A0A1D8PDL6,925
A0A1D8PCW6,A0A1D8PK61,861
A0A1D8PCW6,Q59T44,925
A0A1D8PCW6,A0A1D8PPT5,925
A0A1D8PCW6,Q5ANA1,861
A0A1D8PCW6,A0A1D8PH21,925
A0A1D8PCW6,Q5A5P8,832
A0A1D8PCW6,A0A1D8PCX8,925
A0A1D8PCW6,Q5AJF7,832
A0A1D8PCW6,A0A1D8PEV4,833
A0A1D8PCW6,A0A1D8PL68,861
A0A1D8PCW6,A0A1D8PK71,816
A0A1D8PCW6,A0A1D8PPE0,925
A0A1D8PCW6,Q5A6R1,925
A0A1D8PCW6,Q5A109,925
A0A1D8PCW6,A0A1D8PK40,925
A0A1D8PCW6,A0A1D8PGY8,925
A0A1D8PCW6,A0A1D8PF57,861
A0A1D8PCW6,A0A1D8PDT3,925
A0A1D8PCW6,A0A1D8PK43,925
A0A1D8PCW6,A0A1D8PPN6,925
A0A1D8PCW6,A0A1D8PTI7,861
A0A1D8PCW6,A0A1D8PN83,920
A0A1D8PCW6,A0A1D8PLC9,925
A0A1D8PCW6,A0A1D8PCG7,925
A0A1D8PCW6,O59931,925
A0A1D8PCW6,A0A1D8PCI6,861
A0A1D8PCW6,Q5ADQ6,925
A0A1D8PCW6,A0A1D8PSK2,925
A0A1D8PCW6,Q5AJ93,925
A0A1D8PCW6,P25997,921
A0A1D8PCW6,A0A1D8PEY9,925
A0A1D8PCW6,A0A1D8PFG4,925
A0A1D8PCW6,P83774,925
A0A1D8PCW7,A0A1D8PQM5,832
A0A1D8PCW7,Q59Y36,832
A0A1D8PCW7,A0A1D8PQN1,791
A0A1D8PCX8,A0A1D8PCQ5,925
A0A1D8PCX8,A0A1D8PH21,925
A0A1D8PCX8,A0A1D8PPT5,925
A0A1D8PCX8,Q5ANA1,861
A0A1D8PCX8,A0A1D8PM41,925
A0A1D8PCX8,Q5A900,925
A0A1D8PCX8,Q59T44,925
A0A1D8PCX8,A0A1D8PDL6,925
A0A1D8PCX8,A0A1D8PK61,861
A0A1D8PCX8,A0A1D8PG16,925
A0A1D8PCX8,A0A1D8PM75,925
A0A1D8PCX8,P0CU35,861
A0A1D8PCX8,A0A1D8PL68,861
A0A1D8PCX8,A0A1D8PL99,925
A0A1D8PCX8,A0A1D8PEV4,833
A0A1D8PCX8,Q59L13,832
A0A1D8PCX8,Q5AJF7,832
A0A1D8PCX8,Q5AB87,925
A0A1D8PCX8,Q5ALV6,925
A0A1D8PCX8,Q96W54,861
A0A1D8PCX8,Q5A0M4,832
A0A1D8PCX8,Q9UVJ4,832
A0A1D8PCX8,Q59TE0,925
A0A1D8PCX8,A0A1D8PFV1,925
A0A1D8PCX8,Q5AGZ7,925
A0A1D8PCX8,Q5A389,925
A0A1D8PCX8,A0A1D8PGY0,925
A0A1D8PCX8,A0A1D8PF08,925
A0A1D8PCX8,A0A1D8PDT4,925
A0A1D8PCX8,A0A1D8PHF5,925
A0A1D8PCX8,Q59LS1,925
A0A1D8PCX8,Q59SI1,786
A0A1D8PCX8,Q5AEN2,925
A0A1D8PCX8,A0A1D8PPS1,925
A0A1D8PCX8,A0A1D8PDU3,925
A0A1D8PCX8,A0A1D8PSC5,925
A0A1D8PCX8,A0A1D8PQQ5,925
A0A1D8PCX8,Q5A7K0,925
A0A1D8PCX8,A0A1D8PSV5,925
A0A1D8PCX8,A0A1D8PCI6,861
A0A1D8PCX8,A0A1D8PP14,925
A0A1D8PCX8,A0A1D8PK22,925
A0A1D8PCX8,O59931,925
A0A1D8PCX8,A0A1D8PDZ1,925
A0A1D8PCX8,A0A1D8PCG7,925
A0A1D8PCX8,A0A1D8PI15,925
A0A1D8PCX8,A0A1D8PQN0,925
A0A1D8PCX8,A0A1D8PLC9,925
A0A1D8PCX8,A0A1D8PHW1,925
A0A1D8PCX8,A0A1D8PN83,920
A0A1D8PCX8,P83774,925
A0A1D8PCX8,A0A1D8PFG4,925
A0A1D8PCX8,A0A1D8PEY9,925
A0A1D8PCX8,P25997,921
A0A1D8PCX8,Q5A6A1,925
A0A1D8PCX8,Q5AJ93,925
A0A1D8PCX8,A0A1D8PSK2,925
A0A1D8PCX8,Q5ADQ6,925
A0A1D8PCX8,A0A1D8PGY8,925
A0A1D8PCX8,O42817,925
A0A1D8PCX8,A0A1D8PK40,925
A0A1D8PCX8,Q5A109,925
A0A1D8PCX8,Q5A6R1,925
A0A1D8PCX8,A0A1D8PPE0,925
A0A1D8PCX8,A0A1D8PTR4,925
A0A1D8PCX8,A0A1D8PK30,925
A0A1D8PCX8,A0A1D8PNQ6,925
A0A1D8PCX8,A0A1D8PFL9,925
A0A1D8PCX8,A0A1D8PK71,816
A0A1D8PCX8,A0A1D8PTI7,861
A0A1D8PCX8,A0A1D8PCW6,925
A0A1D8PCX8,A0A1D8PPN6,925
A0A1D8PCX8,Q5AIB8,925
A0A1D8PCX8,P40910,925
A0A1D8PCX8,A0A1D8PK43,925
A0A1D8PCX8,A0A1D8PHH4,925
A0A1D8PCX8,Q5AG43,925
A0A1D8PCX8,A0A1D8PQS0,832
A0A1D8PCX8,A0A1D8PDT3,925
A0A1D8PCX8,A0A1D8PF45,925
A0A1D8PCX8,A0A1D8PF57,861
A0A1D8PCX8,A0A1D8PTY4,921
A0A1D8PCY1,Q59SM3,832
A0A1D8PCY1,A0A1D8PFB8,832
A0A1D8PCY1,Q5A5P1,832
A0A1D8PCY1,A0A1D8PNC0,832
A0A1D8PCY1,Q59SS7,832
A0A1D8PD15,A0A1D8PFZ8,832
A0A1D8PD15,A0A1D8PFL7,832
A0A1D8PD15,A0A1D8PMQ4,832
A0A1D8PD15,A0A1D8PGA6,784
A0A1D8PD15,Q5A0L8,832
A0A1D8PD15,A0A1D8PTV0,832
A0A1D8PD15,A0A1D8PIV7,832
A0A1D8PD15,Q5A2A0,832
A0A1D8PD15,Q59X29,832
A0A1D8PD15,A0A1D8PNA8,832
A0A1D8PD15,A0A1D8PMQ0,812
A0A1D8PD15,Q59SD0,832
A0A1D8PD15,A0A1D8PLW8,832
A0A1D8PD15,A0A1D8PP77,816
A0A1D8PD15,Q5A3L0,832
A0A1D8PD15,Q5A6S2,832
A0A1D8PD15,A0A1D8PI93,832
A0A1D8PD31,A0A1D8PSF2,764
A0A1D8PD31,Q5A6L0,796
A0A1D8PD31,A0A1D8PQ05,818
A0A1D8PD31,Q5AEJ3,832
A0A1D8PD51,A0A1D8PDW1,832
A0A1D8PD51,A0A1D8PLY1,832
A0A1D8PD51,Q59X53,783
A0A1D8PD51,Q59TN2,832
A0A1D8PD51,A0A1D8PHQ0,832
A0A1D8PD51,A0A1D8PDF4,832
A0A1D8PD51,A0A1D8PCE7,832
A0A1D8PD51,Q5AMR4,801
A0A1D8PD57,A0A1D8PU24,832
A0A1D8PDB0,Q5A3L0,789
A0A1D8PDB0,Q5A109,800
A0A1D8PDC4,Q9B8D4,832
A0A1D8PDC4,A0A1D8PUD2,832
A0A1D8PDC4,Q9B8D5,832
A0A1D8PDC4,Q5A7P7,832
A0A1D8PDC4,A0A1D8PKZ9,832
A0A1D8PDC4,A0A1D8PQ38,832
A0A1D8PDC4,Q59M30,785
A0A1D8PDC4,Q59ZE0,832
A0A1D8PDC4,A0A1D8PRY3,832
A0A1D8PDC4,Q59PV8,832
A0A1D8PDC9,Q59MF4,832
A0A1D8PDF4,A0A1D8PCE7,822
A0A1D8PDF4,Q5AMR4,801
A0A1D8PDF4,A0A1D8PD51,832
A0A1D8PDF4,A0A1D8PHQ0,800
A0A1D8PDF4,Q59TN2,832
A0A1D8PDF4,A0A1D8PLY1,814
A0A1D8PDF4,A0A1D8PDW1,832
A0A1D8PDF4,Q59X53,803
A0A1D8PDI3,Q5AJG7,832
A0A1D8PDI3,Q9B8D2,786
A0A1D8PDI3,Q5ADP7,832
A0A1D8PDI3,A0A1D8PQU3,832
A0A1D8PDI3,A0A1D8PEH4,832
A0A1D8PDI3,A0A1D8PU51,832
A0A1D8PDI3,A0A1D8PG37,832
A0A1D8PDI3,Q59TD5,832
A0A1D8PDI3,Q59Y38,832
A0A1D8PDI3,A0A1D8PJ73,832
A0A1D8PDI3,A0A1D8PJA6,832
A0A1D8PDI3,A0A1D8PE69,832
A0A1D8PDI3,A0A1D8PPZ0,832
A0A1D8PDI3,Q5A222,832
A0A1D8PDI3,Q9B8C9,832
A0A1D8PDI3,Q5AH07,832
A0A1D8PDI3,Q5ABD5,832
A0A1D8PDI3,Q9B8D6,832
A0A1D8PDI3,A0A1D8PHY0,832
A0A1D8PDI3,A0A1D8PEJ9,832
A0A1D8PDI3,Q9B8D1,832
A0A1D8PDI3,Q9B8C8,832
A0A1D8PDI3,A0A1D8PCD3,832
A0A1D8PDI3,A0A1D8PRX9,832
A0A1D8PDK7,A0A1D8PGV7,921
A0A1D8PDK7,A0A1D8PRM4,832
A0A1D8PDK7,A0A1D8PGB0,832
A0A1D8PDK7,A0A1D8PS91,801
A0A1D8PDK7,A0A1D8PNP6,921
A0A1D8PDL6,A0A1D8PTR4,925
A0A1D8PDL6,A0A1D8PK30,925
A0A1D8PDL6,A0A1D8PNQ6,925
A0A1D8PDL6,A0A1D8PK71,816
A0A1D8PDL6,A0A1D8PFL9,925
A0A1D8PDL6,O42817,925
A0A1D8PDL6,A0A1D8PGY8,925
A0A1D8PDL6,Q5A109,925
A0A1D8PDL6,A0A1D8PK40,925
A0A1D8PDL6,Q5A6R1,925
A0A1D8PDL6,A0A1D8PPE0,925
A0A1D8PDL6,A0A1D8PQS0,832
A0A1D8PDL6,Q5AG43,925
A0A1D8PDL6,A0A1D8PHH4,925
A0A1D8PDL6,A0A1D8PDT3,925
